carat,color,clarity,cut,table,depth,measurements,price
0.8,E,VS1,Excellent,59 %,60.2 %,6.00x6.03x3.62,"$3,804"
0.78,G,VS1,Excellent,59 %,61.5 %,5.88x5.91x3.62,"$2,946"
0.75,J,SI2,Excellent,56 %,62.7 %,5.77x5.80x3.63,"$1,373"
0.8,G,VS2,Excellent,56 %,62.7 %,5.90x5.93x3.70,"$2,564"
0.73,G,FL/IF,Excellent,58 %,62.1 %,5.75x5.77x3.58,"$2,728"
0.7,J,VVS2,Excellent,59 %,60.8 %,5.74x5.77x3.50,"$1,228"
0.7,H,SI1,Excellent,57 %,62.6 %,5.66x5.69x3.55,"$1,492"
0.65,D,VS1,Excellent,56 %,62.6 %,5.49x5.52x3.44,"$2,026"
0.65,I,SI2,Excellent,57 %,62.2 %,5.54x5.56x3.45,"$1,082"
0.7,G,VS1,Excellent,57 %,62.4 %,5.67x5.70x3.55,"$2,277"
0.63,H,VVS2,Excellent,58 %,61.6 %,5.49x5.52x3.39,"$1,634"
0.61,G,FL/IF,Excellent,58 %,62.3 %,5.40x5.44x3.38,"$2,303"
0.59,D,SI1,Excellent,59 %,61.4 %,5.41x5.44x3.33,"$1,390"
0.6,E,SI2,Excellent,56 %,61.8 %,5.38x5.42x3.34,$944
0.57,H,SI1,Excellent,59 %,61.1 %,5.34x5.37x3.27,"$1,122"
0.53,D,VS1,Excellent,58 %,62.1 %,5.17x5.20x3.22,"$1,791"
0.55,D,VVS1,Excellent,58 %,60.5 %,5.29x5.31x3.21,"$2,895"
0.51,D,VVS1,Excellent,57 %,62.5 %,5.11x5.13x3.20,"$2,812"
0.52,D,SI2,Excellent,58 %,62.2 %,5.13x5.15x3.20,"$1,114"
0.56,I,SI2,Excellent,56 %,61.5 %,5.32x5.35x3.28,$855
0.59,G,SI1,Excellent,56 %,63.2 %,5.31x5.35x3.37,"$1,093"
0.59,E,SI2,Excellent,55 %,62.6 %,5.37x5.40x3.37,$999
0.52,F,SI1,Excellent,58 %,61.1 %,5.19x5.22x3.18,$992
0.53,G,SI1,Excellent,57 %,61.9 %,5.21x5.24x3.24,"$1,002"
0.53,H,VVS1,Excellent,60 %,60.1 %,5.27x5.29x3.17,"$1,225"
0.53,E,VS1,Excellent,59 %,61.6 %,5.17x5.20x3.20,"$1,537"
0.52,D,VVS1,Excellent,59 %,60.7 %,5.21x5.23x3.17,"$2,824"
0.53,E,VVS2,Excellent,57 %,62.6 %,5.16x5.18x3.24,"$1,875"
0.53,G,VS1,Excellent,59 %,61.7 %,5.20x5.22x3.21,"$1,456"
0.51,G,VS2,Excellent,56 %,62.5 %,5.10x5.13x3.20,"$1,301"
0.51,G,SI1,Excellent,59 %,60.4 %,5.17x5.20x3.13,$926
0.5,D,VVS1,Excellent,59 %,62.3 %,5.05x5.09x3.16,"$2,172"
0.5,D,FL/IF,Excellent,59 %,61.3 %,5.12x5.16x3.15,"$1,947"
0.5,H,SI2,Excellent,58 %,62.5 %,5.05x5.08x3.16,$698
0.5,H,VS1,Excellent,60 %,60.8 %,5.13x5.16x3.13,"$1,220"
0.5,F,VS2,Excellent,58 %,62.4 %,5.05x5.09x3.16,"$1,330"
0.5,F,SI1,Excellent,56 %,63.2 %,5.03x5.06x3.19,"$1,012"
0.5,H,VVS2,Excellent,59 %,61 %,5.07x5.11x3.11,"$1,170"
0.5,F,VS2,Very Good,57 %,63.3 %,5.02x5.07x3.19,"$1,221"
0.5,F,VS2,Excellent,58 %,61 %,5.12x5.14x3.13,"$1,352"
0.5,E,SI1,Excellent,59 %,60.6 %,5.12x5.14x3.11,"$1,119"
0.5,F,VS1,Very Good,57 %,64.7 %,4.91x4.96x3.19,"$1,205"
0.5,E,VS2,Excellent,57 %,62.8 %,5.05x5.08x3.18,"$1,271"
0.82,E,VVS1,Excellent,57 %,62.2 %,5.97x6.00x3.72,"$6,332"
5.75,D,FL/IF,Excellent,57 %,62.6 %,11.36x11.42x7.13,"$560,045"
0.79,I,SI2,Excellent,57 %,62.6 %,5.87x5.91x3.69,"$1,446"
0.73,F,VVS1,Excellent,59 %,62 %,5.76x5.79x3.58,"$3,720"
0.7,J,VS2,Excellent,57 %,62.5 %,5.66x5.69x3.55,"$1,184"
0.75,E,VS2,Excellent,56 %,62.8 %,5.77x5.79x3.63,"$2,789"
0.7,H,SI1,Excellent,57 %,61.9 %,5.66x5.69x3.51,"$1,609"
0.73,I,SI1,Excellent,57 %,62.7 %,5.71x5.74x3.59,"$1,193"
0.67,D,SI1,Excellent,58 %,62.1 %,5.62x5.65x3.50,"$1,954"
0.68,F,VVS1,Excellent,57 %,62.3 %,5.62x5.65x3.51,"$2,765"
0.67,E,VS2,Excellent,58 %,62.1 %,5.58x5.61x3.48,"$1,948"
0.64,E,VVS1,Excellent,59 %,61.8 %,5.50x5.53x3.41,"$2,840"
0.6,F,VVS1,Excellent,58 %,62.7 %,5.37x5.40x3.38,"$2,367"
0.6,E,VS1,Excellent,58 %,61.8 %,5.39x5.41x3.33,"$1,924"
0.59,H,SI1,Excellent,58 %,62.5 %,5.35x5.38x3.35,"$1,038"
0.59,D,VVS1,Excellent,58 %,62.4 %,5.35x5.38x3.35,"$2,957"
0.53,D,FL/IF,Excellent,58 %,62.1 %,5.15x5.17x3.21,"$3,494"
0.57,G,SI2,Excellent,57 %,62.3 %,5.30x5.31x3.31,$969
0.52,E,VS1,Excellent,58 %,62.1 %,5.14x5.18x3.20,"$1,533"
0.55,J,VS2,Excellent,58 %,60.9 %,5.32x5.33x3.24,$750
0.51,E,VVS2,Excellent,59 %,59.9 %,5.18x5.20x3.11,"$1,773"
0.51,G,SI1,Excellent,59 %,61.1 %,5.14x5.18x3.16,"$1,000"
0.52,F,VVS1,Excellent,56 %,62.4 %,5.13x5.15x3.21,"$2,050"
0.55,G,VS1,Excellent,59 %,59.7 %,5.34x5.36x3.19,"$1,558"
0.53,F,VVS1,Excellent,56 %,62.3 %,5.17x5.20x3.23,"$1,550"
0.53,H,VVS2,Excellent,59 %,60.3 %,5.24x5.27x3.17,"$1,129"
0.52,E,FL/IF,Excellent,57 %,60.2 %,5.22x5.24x3.15,"$1,703"
0.51,E,VVS2,Excellent,58 %,61.1 %,5.13x5.16x3.14,"$1,743"
0.51,I,VS1,Excellent,57 %,62.1 %,5.09x5.12x3.17,"$1,144"
0.51,G,VS1,Excellent,59 %,60.3 %,5.16x5.19x3.12,"$1,490"
0.5,D,SI2,Excellent,59 %,61.2 %,5.13x5.15x3.14,"$1,035"
0.51,G,VS2,Excellent,55 %,62.5 %,5.10x5.11x3.19,"$1,151"
0.5,F,SI1,Excellent,56 %,61.8 %,5.12x5.14x3.17,"$1,088"
0.5,H,VS2,Excellent,59 %,61.7 %,5.11x5.12x3.16,"$1,164"
0.5,F,VS2,Excellent,58 %,62 %,5.04x5.07x3.14,"$1,307"
2.0,D,VVS2,Very Good,58 %,64.9 %,7.80x7.84x5.07,"$31,848"
1.6,H,VS1,Excellent,58 %,63 %,7.42x7.47x4.69,"$12,611"
3.73,F,VS2,Excellent,59 %,59.6 %,10.09x10.14x6.02,"$90,071"
1.29,D,VVS1,Excellent,59 %,60.6 %,7.06x7.09x4.29,"$11,988"
1.6,G,VS1,Excellent,57 %,62.6 %,7.43x7.47x4.66,"$15,665"
1.7,D,VS1,Excellent,58 %,62.8 %,7.54x7.59x4.75,"$23,618"
1.51,F,VVS2,Excellent,59 %,62.4 %,7.27x7.32x4.55,"$19,712"
1.13,D,FL/IF,Excellent,58 %,59.9 %,6.81x6.84x4.09,"$19,988"
1.01,D,SI1,Excellent,57 %,61.1 %,6.46x6.50x3.96,"$5,700"
1.7,J,VS1,Excellent,57 %,62.6 %,7.54x7.59x4.74,"$8,193"
2.01,H,VVS2,Excellent,56 %,63.4 %,7.95x8.01x5.06,"$25,074"
2.01,J,SI2,Excellent,56 %,61.6 %,8.09x8.13x5.00,"$12,287"
2.0,H,VS1,Excellent,58 %,62.2 %,7.98x8.02x4.97,"$21,175"
1.01,K,SI2,Excellent,56 %,60.7 %,6.47x6.50x3.94,"$2,001"
1.01,D,SI1,Excellent,56 %,62.7 %,6.36x6.40x4.00,"$5,100"
1.01,G,VVS2,Excellent,56 %,63.5 %,6.32x6.36x4.03,"$7,001"
1.02,E,SI1,Excellent,58 %,62.4 %,6.41x6.45x4.02,"$4,148"
1.01,H,VS2,Excellent,59 %,61.2 %,6.48x6.50x3.97,"$4,560"
1.01,G,SI2,Excellent,59 %,61.4 %,6.44x6.46x3.96,"$2,867"
1.01,I,SI1,Excellent,57 %,62.6 %,6.38x6.42x4.01,"$3,705"
1.01,E,SI1,Excellent,56 %,62.6 %,6.40x6.44x4.02,"$5,040"
1.01,F,SI1,Excellent,57 %,62.4 %,6.36x6.40x3.98,"$5,114"
1.0,D,SI1,Excellent,56 %,62.9 %,6.34x6.39x4.00,"$5,148"
1.03,H,FL/IF,Excellent,57 %,62 %,6.45x6.48x4.01,"$5,703"
1.0,J,SI2,Excellent,59 %,60.7 %,6.41x6.45x3.90,"$2,475"
1.0,E,FL/IF,Excellent,55 %,63.2 %,6.28x6.34x3.99,"$12,375"
1.0,K,SI2,Excellent,58 %,62.7 %,6.32x6.35x3.97,"$1,980"
1.0,E,SI1,Excellent,59 %,62.3 %,6.38x6.42x3.99,"$5,082"
1.0,E,SI1,Very Good,57 %,64.6 %,6.22x6.25x4.03,"$4,067"
1.01,H,SI1,Very Good,56 %,65 %,6.20x6.24x4.04,"$3,300"
0.91,M,SI1,Very Good,56 %,64.4 %,6.00x6.05x3.88,"$1,118"
0.9,D,VS1,Very Good,57 %,64.4 %,6.00x6.04x3.88,"$3,683"
0.9,D,VVS2,Excellent,58 %,62.6 %,6.13x6.16x3.85,"$6,676"
0.9,L,SI2,Excellent,56 %,62.6 %,6.12x6.16x3.85,"$1,299"
0.81,F,VS2,Excellent,56 %,62.6 %,5.91x5.94x3.71,"$2,781"
0.9,J,VS2,Very Good,58 %,64.5 %,5.99x6.02x3.87,"$1,783"
0.9,M,SI1,Excellent,59 %,61 %,6.21x6.24x3.79,"$1,228"
0.9,H,SI1,Excellent,56 %,62.3 %,6.14x6.17x3.84,"$2,129"
0.9,K,FL/IF,Very Good,57 %,64.6 %,6.00x6.04x3.89,"$2,192"
0.9,J,VS2,Excellent,57 %,63.1 %,6.09x6.13x3.86,"$1,907"
0.9,F,VVS1,Excellent,57 %,62.6 %,6.12x6.17x3.85,"$7,121"
0.91,I,SI2,Excellent,57 %,62.5 %,6.17x6.20x3.87,"$1,978"
0.81,H,SI1,Excellent,57 %,62.3 %,5.92x5.95x3.70,"$1,968"
0.9,G,VS2,Excellent,57 %,62.8 %,6.12x6.15x3.85,"$3,031"
0.8,G,SI2,Excellent,58 %,62.7 %,5.91x5.94x3.72,"$1,736"
0.85,G,SI2,Excellent,58 %,62.6 %,6.01x6.05x3.78,"$1,877"
0.9,F,VS2,Excellent,56 %,62.6 %,6.13x6.16x3.85,"$4,075"
0.9,I,VS1,Excellent,57 %,62.5 %,6.14x6.17x3.85,"$2,848"
0.8,G,VS1,Excellent,59 %,61.1 %,5.93x5.95x3.63,"$2,840"
0.9,E,FL/IF,Excellent,57 %,62.9 %,6.12x6.16x3.86,"$5,394"
0.9,E,VVS1,Very Good,57 %,64.5 %,6.01x6.05x3.89,"$5,148"
0.8,D,VS2,Excellent,56 %,62.8 %,5.87x5.91x3.70,"$3,112"
0.81,F,VS2,Excellent,59 %,61.9 %,5.95x5.98x3.69,"$2,781"
0.81,G,VVS1,Excellent,58 %,62.5 %,5.93x5.94x3.71,"$3,727"
0.9,E,SI2,Excellent,56 %,62.4 %,6.16x6.20x3.86,"$2,454"
0.8,G,SI2,Excellent,57 %,62.6 %,5.89x5.92x3.70,"$1,644"
0.8,G,SI1,Excellent,57 %,62.8 %,5.88x5.92x3.70,"$1,725"
0.8,I,VS2,Excellent,57 %,62.5 %,5.91x5.94x3.70,"$2,077"
0.8,J,SI1,Excellent,58 %,61.9 %,5.94x5.96x3.68,"$1,445"
0.8,J,SI1,Excellent,58 %,62.6 %,5.90x5.94x3.70,"$1,421"
0.9,K,SI1,Excellent,58 %,62.7 %,6.12x6.15x3.85,"$1,589"
0.76,H,SI2,Excellent,59 %,61.9 %,5.86x5.87x3.63,"$1,601"
0.8,K,SI1,Excellent,56 %,62.7 %,5.88x5.92x3.70,$992
0.81,E,SI2,Excellent,57 %,61.3 %,6.00x6.04x3.69,"$1,820"
0.81,G,SI2,Excellent,57 %,62.5 %,5.92x5.96x3.72,"$1,757"
0.78,H,SI1,Excellent,57 %,62 %,5.85x5.88x3.64,"$2,248"
0.81,J,VS2,Excellent,56 %,62.6 %,5.92x5.95x3.72,"$1,708"
0.76,D,VVS2,Excellent,57 %,62.5 %,5.80x5.83x3.63,"$4,097"
0.78,G,VS2,Excellent,58 %,62.5 %,5.84x5.87x3.66,"$2,538"
0.8,E,VS1,Very Good,56 %,64.7 %,5.76x5.79x3.73,"$2,605"
0.75,H,SI2,Excellent,55 %,62.2 %,5.80x5.81x3.61,"$1,553"
0.76,G,SI1,Excellent,58 %,62.5 %,5.82x5.84x3.64,"$2,518"
0.73,E,FL/IF,Excellent,59 %,60 %,5.82x5.84x3.50,"$4,533"
0.9,E,VS2,Excellent,57 %,62.6 %,6.12x6.16x3.85,"$4,127"
0.72,L,VS1,Excellent,56 %,62.3 %,5.70x5.73x3.56,"$1,088"
0.73,K,VS2,Excellent,58 %,62.6 %,5.73x5.77x3.60,$948
0.8,F,SI1,Excellent,57 %,62.7 %,5.89x5.93x3.71,"$2,168"
0.7,I,SI1,Excellent,57 %,63.2 %,5.62x5.65x3.56,"$1,195"
0.72,G,VS1,Excellent,58 %,62.4 %,5.69x5.72x3.56,"$2,761"
0.73,G,SI2,Excellent,56 %,62.7 %,5.74x5.75x3.60,"$1,429"
0.75,K,VS2,Excellent,57 %,62.6 %,5.77x5.80x3.62,"$1,251"
0.71,L,VS2,Excellent,59 %,61.7 %,5.71x5.74x3.53,$832
0.7,J,VS2,Excellent,59 %,61.9 %,5.68x5.71x3.53,"$1,306"
0.66,D,VVS1,Excellent,59 %,61.3 %,5.61x5.62x3.44,"$4,383"
0.7,D,SI2,Excellent,58 %,62.7 %,5.63x5.66x3.54,"$1,786"
0.7,J,SI2,Excellent,58 %,62.7 %,5.63x5.67x3.55,"$1,078"
0.75,G,VS2,Excellent,56 %,62.8 %,5.77x5.80x3.63,"$2,365"
0.75,I,SI1,Excellent,60 %,61.4 %,5.84x5.87x3.59,"$1,634"
0.7,D,VVS1,Excellent,56 %,62.7 %,5.64x5.67x3.55,"$3,023"
0.76,F,SI2,Excellent,59 %,61.3 %,5.83x5.86x3.59,"$1,650"
0.7,J,VVS2,Excellent,59 %,60.9 %,5.72x5.76x3.50,"$1,283"
0.68,D,VS1,Excellent,58 %,62.6 %,5.57x5.59x3.49,"$2,263"
0.7,F,VS2,Excellent,58 %,60.8 %,5.70x5.73x3.47,"$2,708"
0.75,H,VS1,Excellent,57 %,60.7 %,5.85x5.89x3.57,"$1,679"
0.71,G,SI1,Excellent,58 %,62.7 %,5.67x5.71x3.57,"$1,967"
0.66,G,VVS1,Excellent,56 %,62.2 %,5.57x5.59x3.47,"$2,157"
0.7,G,VS2,Excellent,59 %,62.1 %,5.67x5.71x3.53,"$2,101"
0.7,I,VS2,Excellent,59 %,62.1 %,5.64x5.68x3.52,"$1,426"
0.7,F,VS1,Excellent,58 %,62.4 %,5.66x5.68x3.54,"$2,891"
0.7,F,VS2,Excellent,58 %,61.6 %,5.66x5.69x3.50,"$1,716"
0.71,E,SI1,Excellent,57 %,62.7 %,5.66x5.69x3.56,"$1,870"
0.71,F,FL/IF,Excellent,59 %,60.2 %,5.76x5.78x3.48,"$3,802"
0.75,I,SI2,Excellent,58 %,60.7 %,5.87x5.91x3.58,"$1,177"
0.7,F,VS1,Excellent,56 %,62.9 %,5.61x5.65x3.54,"$2,713"
0.7,G,SI1,Excellent,58 %,62.5 %,5.65x5.69x3.54,"$1,748"
0.7,J,VS2,Excellent,57 %,62.6 %,5.65x5.68x3.54,"$1,281"
0.66,F,VVS1,Excellent,59 %,60.8 %,5.63x5.67x3.44,"$2,765"
0.65,E,VS2,Excellent,58 %,61.5 %,5.59x5.62x3.44,"$1,602"
0.65,I,FL/IF,Excellent,57 %,62.2 %,5.52x5.54x3.44,"$1,660"
0.75,E,VS2,Excellent,58 %,63 %,5.78x5.81x3.65,"$2,702"
0.65,F,SI1,Excellent,58 %,62.7 %,5.50x5.54x3.46,"$1,250"
0.63,E,FL/IF,Excellent,59 %,61.7 %,5.49x5.51x3.40,"$3,026"
0.7,E,SI1,Excellent,58 %,62.1 %,5.68x5.70x3.53,"$2,249"
0.6,D,VS2,Excellent,56 %,61.8 %,5.40x5.42x3.35,"$1,712"
0.59,D,SI1,Excellent,58 %,61.9 %,5.38x5.40x3.34,"$1,441"
0.59,D,VVS1,Excellent,57 %,62.9 %,5.33x5.37x3.36,"$3,104"
0.61,E,VS2,Excellent,58 %,61.9 %,5.43x5.46x3.37,"$1,639"
0.61,F,VS2,Excellent,56 %,62.5 %,5.39x5.42x3.38,"$1,650"
0.61,F,VVS2,Excellent,58 %,60.9 %,5.49x5.52x3.35,"$2,127"
0.61,J,VVS2,Excellent,59 %,61.3 %,5.42x5.45x3.33,"$1,114"
0.6,G,VS2,Excellent,59 %,61.4 %,5.40x5.44x3.33,"$1,580"
0.59,K,VS2,Excellent,60 %,60 %,5.44x5.46x3.27,$891
0.7,E,VVS2,Excellent,57 %,62.7 %,5.63x5.66x3.54,"$3,203"
0.61,G,VS1,Excellent,59 %,61.7 %,5.44x5.45x3.36,"$1,754"
0.61,H,VVS1,Excellent,58 %,62.5 %,5.40x5.44x3.39,"$1,444"
0.68,G,VVS1,Excellent,57 %,62.7 %,5.60x5.64x3.52,"$2,292"
0.61,H,SI2,Excellent,58 %,59.7 %,5.52x5.55x3.31,$997
0.6,F,VS1,Excellent,58 %,60.9 %,5.45x5.46x3.32,"$1,896"
0.59,D,SI1,Excellent,58 %,62.4 %,5.36x5.39x3.35,"$1,415"
0.6,D,VS1,Excellent,58 %,62.2 %,5.39x5.42x3.36,
0.6,F,VVS2,Excellent,59 %,61 %,5.46x5.48x3.34,"$2,092"
0.61,F,FL/IF,Excellent,58 %,61.4 %,5.42x5.45x3.34,"$3,020"
0.62,D,VVS2,Excellent,56 %,62.7 %,5.41x5.43x3.40,"$2,162"
0.59,D,SI1,Excellent,60 %,59.8 %,5.42x5.46x3.25,"$1,543"
0.59,G,VS2,Excellent,57 %,63.2 %,5.31x5.35x3.37,"$1,504"
0.6,F,VVS2,Excellent,59 %,59.8 %,5.48x5.51x3.29,"$2,124"
0.6,E,VVS2,Excellent,58 %,62.1 %,5.37x5.40x3.35,"$2,058"
0.59,D,VS1,Excellent,62 %,60.3 %,5.42x5.44x3.27,"$1,994"
0.59,I,VS2,Excellent,57 %,62.5 %,5.35x5.38x3.36,"$1,023"
0.6,F,VVS2,Excellent,57 %,61.9 %,5.38x5.41x3.34,"$2,092"
0.59,D,VS1,Excellent,59 %,62.1 %,5.34x5.37x3.32,"$1,994"
0.59,H,VS1,Excellent,57 %,62.4 %,5.34x5.36x3.34,"$1,226"
0.6,H,SI1,Excellent,57 %,62.2 %,5.37x5.39x3.34,"$1,024"
0.59,E,SI1,Excellent,56 %,62.6 %,5.35x5.38x3.36,"$1,274"
0.57,G,VVS2,Excellent,57 %,61.8 %,5.33x5.36x3.31,"$1,723"
0.57,I,VVS2,Excellent,57 %,62.4 %,5.30x5.33x3.31,"$1,119"
0.56,F,VS1,Excellent,55 %,62.2 %,5.27x5.31x3.29,"$1,720"
0.59,G,SI2,Excellent,58 %,62.2 %,5.39x5.41x3.36,$966
0.56,F,FL/IF,Excellent,59 %,61.5 %,5.26x5.28x3.24,"$2,241"
0.55,E,VS2,Excellent,58 %,61.3 %,5.26x5.28x3.23,"$1,499"
0.56,G,VS1,Excellent,58 %,61.6 %,5.28x5.31x3.26,"$1,611"
0.53,D,VS1,Excellent,59 %,60.4 %,5.21x5.24x3.16,"$1,819"
0.52,G,VS2,Excellent,59 %,60.7 %,5.19x5.23x3.16,"$1,347"
0.51,J,VS1,Excellent,59 %,61.6 %,5.12x5.15x3.16,$920
0.53,K,VVS1,Excellent,59 %,61.6 %,5.22x5.24x3.22,$895
0.51,K,VVS1,Excellent,59 %,60.8 %,5.17x5.19x3.15,$875
0.5,D,SI1,Excellent,58 %,62.2 %,5.08x5.10x3.16,"$1,155"
0.5,D,VS1,Excellent,56 %,62.2 %,5.06x5.09x3.15,"$1,390"
0.51,J,SI1,Excellent,60 %,60.2 %,5.21x5.24x3.15,$689
0.51,H,SI1,Excellent,58 %,62.5 %,5.10x5.13x3.20,"$1,022"
0.5,D,VVS1,Excellent,57 %,62.7 %,5.06x5.09x3.18,"$2,631"
0.5,K,VS2,Excellent,59 %,61 %,5.10x5.13x3.12,$708
0.5,D,VS2,Excellent,60 %,59.7 %,5.17x5.20x3.10,"$1,398"
0.5,D,VVS1,Very Good,61 %,60.6 %,5.04x5.08x3.07,"$1,964"
0.51,E,SI2,Excellent,60 %,59.9 %,5.22x5.25x3.14,$933
0.5,I,VS2,Excellent,59 %,61.3 %,5.07x5.10x3.12,$997
0.51,E,VVS2,Excellent,57 %,60.9 %,5.13x5.16x3.14,"$1,284"
0.5,J,VS1,Excellent,57 %,62.6 %,5.06x5.09x3.18,$901
0.5,D,VS2,Very Good,61 %,60.8 %,5.10x5.12x3.11,"$1,276"
0.5,I,SI2,Excellent,60 %,61.4 %,5.09x5.12x3.14,$695
0.5,J,VS1,Excellent,60 %,60.5 %,5.12x5.15x3.11,$771
0.5,I,VS2,Excellent,58 %,59.9 %,5.15x5.18x3.09,$916
0.5,M,VVS2,Excellent,60 %,61.2 %,5.13x5.16x3.15,$491
0.5,I,SI2,Excellent,59 %,61.1 %,5.07x5.10x3.11,$763
0.5,J,SI2,Excellent,59 %,60.5 %,5.14x5.16x3.11,$722
0.5,G,VS2,Excellent,59 %,61.3 %,5.10x5.12x3.13,"$1,212"
0.5,H,VS1,Excellent,56 %,61.7 %,5.10x5.13x3.16,"$1,060"
0.5,H,VVS2,Excellent,58 %,62.5 %,5.07x5.10x3.18,"$1,233"
0.5,G,VS1,Excellent,56 %,62.6 %,5.07x5.10x3.18,"$1,461"
0.5,G,VS2,Excellent,59 %,59.6 %,5.15x5.18x3.08,"$1,274"
0.5,G,VVS2,Excellent,57 %,62.6 %,5.06x5.09x3.18,"$1,205"
0.5,F,VS2,Excellent,57 %,62.7 %,5.04x5.07x3.17,"$1,307"
0.5,F,VVS1,Excellent,59 %,62.1 %,5.07x5.10x3.16,"$1,494"
0.5,F,VVS2,Excellent,58 %,61.1 %,5.13x5.16x3.14,"$1,634"
0.5,E,VS2,Very Good,60 %,61.3 %,5.10x5.14x3.14,"$1,203"
0.5,E,VS2,Excellent,57 %,59.4 %,5.15x5.19x3.07,"$1,180"
0.5,F,VVS1,Excellent,60 %,59.9 %,5.16x5.19x3.10,"$1,971"
0.5,E,VS1,Excellent,59 %,61.9 %,5.04x5.10x3.14,"$1,424"
0.52,E,VS1,Excellent,57 %,62.7 %,5.11x5.13x3.21,"$1,680"
0.53,D,VS1,Excellent,59 %,61.5 %,5.16x5.17x3.17,"$1,850"
0.5,E,VVS1,Excellent,58 %,62.8 %,5.02x5.06x3.17,"$2,284"
1.2,F,VS2,Excellent,58 %,62.8 %,6.72x6.77x4.24,"$5,993"
1.02,F,VS1,Excellent,59 %,62.0 %,6.4x6.43x3.97,"$6,407"
2.2,E,SI1,Excellent,59 %,60.1 %,8.43x8.46x5.07,"$25,045"
1.7,G,FL/IF,Excellent,56 %,63.6 %,7.52x7.57x4.80,"$16,596"
1.61,F,VS2,Excellent,57 %,62.7 %,7.43x7.47x4.67,"$13,491"
1.29,L,SI2,Excellent,59 %,61.7 %,6.90x6.94x4.27,"$2,342"
2.0,D,VS2,Excellent,61 %,61.7 %,7.99x8.05x4.95,"$25,333"
3.36,E,VS2,Excellent,56 %,62.6 %,9.55x9.61x6.00,"$72,676"
4.26,J,VS2,Excellent,58 %,62.8 %,10.23x10.31x6.45,"$50,188"
1.7,K,SI2,Excellent,59 %,61.2 %,7.69x7.74x4.72,"$6,240"
2.01,D,VS2,Excellent,61 %,60.9 %,8.12x8.16x4.95,"$33,586"
2.31,E,VS1,Excellent,59 %,62.5 %,8.41x8.44x5.26,"$41,907"
1.23,M,VS1,Excellent,59 %,59.8 %,6.95x6.97x4.16,
1.5,I,SI1,Excellent,56 %,62.6 %,7.26x7.30x4.56,"$7,765"
1.51,D,SI1,Excellent,54 %,62.4 %,7.29x7.33x4.56,"$14,105"
1.81,H,VVS2,Excellent,57 %,62.5 %,7.73x7.78x4.84,"$19,278"
2.0,G,VS2,Excellent,56 %,63.5 %,7.94x7.99x5.06,"$26,196"
1.5,G,SI2,Very Good,55 %,63.6 %,7.16x7.21x4.57,"$7,236"
1.7,F,SI2,Excellent,59 %,61.2 %,7.67x7.71x4.71,"$11,083"
2.01,M,SI1,Excellent,57 %,62.7 %,8.00x8.05x5.03,"$7,801"
2.27,J,SI2,Excellent,55 %,62.7 %,8.33x8.37x5.23,"$14,096"
1.5,I,SI2,Very Good,56 %,64.7 %,7.10x7.14x4.61,"$5,580"
1.5,K,SI1,Excellent,60 %,61.3 %,7.26x7.31x4.47,"$4,121"
1.51,M,SI2,Excellent,59 %,60.7 %,7.35x7.40x4.47,"$2,674"
1.51,K,SI1,Excellent,58 %,60.1 %,7.44x7.46x4.48,"$4,755"
1.7,M,VS1,Excellent,55 %,62.7 %,7.58x7.62x4.76,"$5,566"
1.29,J,VS1,Excellent,56 %,63.6 %,6.86x6.90x4.38,"$4,994"
1.33,J,VVS2,Excellent,58 %,62.6 %,6.97x7.01x4.38,"$4,710"
1.5,J,SI1,Very Good,54 %,64.6 %,7.11x7.14x4.60,"$4,906"
1.5,M,SI1,Excellent,56 %,62.9 %,7.25x7.29x4.57,"$3,140"
1.81,D,VS1,Excellent,58 %,62.6 %,7.75x7.80x4.87,"$25,399"
1.29,E,SI1,Excellent,58 %,62.8 %,6.92x6.96x4.36,"$7,391"
1.29,H,VVS2,Excellent,57 %,63.2 %,6.89x6.93x4.37,"$8,079"
1.62,D,VVS2,Excellent,57 %,62.4 %,7.44x7.49x4.66,"$25,070"
1.5,I,SI1,Very Good,54 %,64.6 %,7.11x7.18x4.61,"$6,353"
1.5,I,SI1,Excellent,55 %,63 %,7.23x7.27x4.57,"$7,059"
1.2,F,VS2,Excellent,56 %,61 %,6.85x6.88x4.19,"$7,485"
1.5,H,VS2,Excellent,56 %,63.6 %,7.19x7.26x4.60,"$9,739"
2.01,D,VS2,Excellent,59 %,61.5 %,8.09x8.14x4.99,"$32,503"
1.51,D,VS2,Excellent,57 %,62.6 %,7.30x7.35x4.59,"$17,920"
1.01,M,SI2,Excellent,57 %,62.2 %,6.40x6.42x3.98,"$1,584"
1.03,D,VVS1,Excellent,57 %,60.2 %,6.54x6.56x3.95,"$13,706"
1.29,J,SI1,Excellent,55 %,61.6 %,6.97x7.02x4.31,"$3,680"
1.02,K,VS1,Excellent,55 %,61.5 %,6.45x6.46x3.97,"$2,198"
1.21,G,SI1,Excellent,58 %,62.5 %,6.78x6.80x4.25,"$5,655"
1.01,M,VS2,Excellent,58 %,60.4 %,6.47x6.52x3.92,"$1,821"
1.02,H,VS2,Excellent,58 %,62.5 %,6.41x6.44x4.02,"$4,040"
1.03,J,SI2,Excellent,57 %,62.8 %,6.43x6.46x4.04,"$2,448"
1.31,F,SI2,Excellent,57 %,62.7 %,6.95x6.97x4.36,"$6,266"
