carat,color,clarity,cut,table,depth,measurements,price
0.61,K,VS1,Excellent,57 %,62.1 %,5.41x5.44x3.37,$744
0.59,F,SI1,Excellent,57 %,62.7 %,5.34x5.35x3.35,"$1,047"
0.53,E,VS2,Excellent,57 %,61.9 %,5.20x5.23x3.23,"$1,142"
0.51,F,SI2,Excellent,59 %,60.6 %,5.16x5.18x3.14,
0.58,I,SI1,Excellent,58 %,62.8 %,5.28x5.31x3.32,
0.5,F,SI1,Excellent,61 %,60.7 %,5.08x5.12x3.1,
0.5,E,SI1,Excellent,59 %,61.1 %,5.09x5.12x3.12,
0.5,E,VS2,Excellent,62 %,58.8 %,5.18x5.22x3.06,
1.01,H,VS2,Excellent,61 %,60.1 %,6.46x6.5x3.9,
1.01,H,VS2,Excellent,58 %,60.4 %,6.47x6.5x3.92,
1.51,H,SI2,Excellent,57 %,62.5 %,7.27x7.3x4.55,
2.52,D,VS1,Excellent,58 %,62.2 %,8.68x8.72x5.41,
3.01,E,VS2,Excellent,57 %,61.9 %,9.23x9.29x5.73,
1.71,E,SI1,Excellent,59 %,61.8 %,7.63x7.67x4.73,"$15,462"
1.5,J,SI1,Excellent,57 %,62.6 %,7.25x7.30x4.55,"$6,259"
1.08,H,SI2,Excellent,58 %,61.3 %,6.58x6.61x4.04,"$3,204"
1.0,I,VS1,Excellent,56 %,63.3 %,6.31x6.35x4.01,"$3,936"
1.0,G,SI2,Excellent,59 %,62 %,6.36x6.40x3.96,"$3,092"
0.8,I,SI1,Excellent,58 %,59.8 %,6.02x6.05x3.61,"$1,495"
0.6,J,VVS2,Excellent,57 %,62.6 %,5.38x5.39x3.37,"$1,032"
0.59,F,VS1,Excellent,59 %,59.2 %,5.47x5.50x3.25,"$1,716"
0.65,H,FL/IF,Excellent,57 %,62.4 %,5.51x5.54x3.45,"$1,509"
5.01,K,SI1,Excellent,58 %,62.7 %,10.85x10.92x6.82,"$63,005"
1.0,D,VS1,Very Good,58 %,64.3 %,6.17x6.21x3.98,"$5,355"
2.5,E,SI2,Excellent,61 %,62.2 %,8.62x8.68x5.38,
1.15,H,VS2,Excellent,57 %,60.9 %,6.74x6.76x4.11,"$4,622"
1.01,J,VS2,Excellent,59 %,61.3 %,6.38x6.42x3.93,"$3,015"
1.0,J,VS2,Excellent,55 %,62.8 %,6.33x6.37x3.99,"$3,159"
1.0,F,SI2,Excellent,58 %,59.6 %,6.51x6.54x3.89,"$3,278"
0.7,H,SI2,Excellent,55 %,62.9 %,5.63x5.66x3.55,"$1,085"
0.6,H,VVS2,Excellent,60 %,59.2 %,5.48x5.50x3.25,"$1,445"
0.59,H,SI1,Excellent,59 %,61.8 %,5.37x5.40x3.33,$987
0.57,J,SI1,Excellent,58 %,62.4 %,5.26x5.29x3.29,$700
0.51,E,SI1,Excellent,58 %,62.3 %,5.10x5.13x3.19,$941
0.75,F,SI2,Excellent,59 %,61.5 %,5.81x5.84x3.58,"$1,497"
1.3,I,SI2,Excellent,62 %,61.1 %,6.97x7.02x4.27,
3.13,H,VVS1,Excellent,56 %,62 %,9.35x9.38x5.80,"$64,255"
2.5,K,VS1,Very Good,59 %,65.1 %,8.43x8.50x5.51,"$14,724"
1.5,L,SI2,Excellent,57 %,62.5 %,7.26x7.30x4.55,"$3,421"
1.2,E,VS1,Excellent,56 %,62.8 %,6.73x6.77x4.24,"$9,477"
1.08,H,VVS1,Excellent,59 %,61.1 %,6.59x6.62x4.04,"$6,054"
1.01,F,SI2,Excellent,57 %,62.8 %,6.38x6.42x4.02,"$3,504"
1.01,F,SI2,Excellent,57 %,62.7 %,6.37x6.41x4.01,"$3,440"
1.0,H,SI2,Excellent,60 %,62.3 %,6.37x6.40x3.98,"$2,511"
1.0,G,SI2,Excellent,58 %,62.6 %,6.35x6.39x3.99,"$3,152"
0.63,D,VVS1,Excellent,57 %,62.5 %,5.46x5.49x3.42,"$3,692"
0.9,H,VVS1,Excellent,57 %,62.7 %,6.15x6.19x3.87,
1.0,G,SI2,Excellent,57 %,62.9 %,6.31x6.35x3.98,
1.0,I,SI1,Excellent,57 %,62.7 %,6.36x6.39x4.0,
1.01,E,SI2,Excellent,56 %,62.5 %,6.35x6.4x3.99,
1.01,D,SI2,Excellent,58 %,62.9 %,6.36x6.39x4.01,
1.0,J,SI1,Excellent,61 %,59.8 %,6.46x6.5x3.88,"$2,843"
1.11,I,SI1,Excellent,58 %,62.7 %,6.57x6.6x4.13,
1.1,I,SI1,Excellent,57 %,62.2 %,6.58x6.62x4.1,
1.0,H,SI1,Excellent,58 %,62.1 %,6.37x6.39x3.96,
1.0,G,SI1,Excellent,59 %,62.2 %,6.35x6.39x3.96,
1.01,G,VS1,Excellent,57 %,62.4 %,6.38x6.41x4.0,
1.52,D,VS2,Excellent,56 %,62.8 %,7.29x7.34x4.59,
2.0,M,SI2,Excellent,58 %,61.9 %,8.0x8.05x4.96,
3.01,I,VS1,Excellent,55 %,62.6 %,9.16x9.22x5.76,
1.6,L,SI1,Excellent,58 %,60.7 %,7.52x7.57x4.58,"$3,570"
1.2,K,SI1,Very Good,57 %,64.4 %,6.65x6.67x4.29,"$2,394"
1.2,J,SI1,Excellent,59 %,59.8 %,6.88x6.92x4.13,"$3,132"
1.11,J,SI1,Excellent,56 %,62.7 %,6.55x6.58x4.12,"$2,274"
0.6,G,SI1,Excellent,56 %,62.8 %,5.35x5.37x3.36,"$1,101"
0.5,I,SI1,Very Good,59 %,64.4 %,4.94x4.98x3.20,$771
1.21,L,VS2,Excellent,56 %,62.8 %,6.77x6.79x4.26,"$2,001"
0.56,I,SI1,Excellent,57 %,62.9 %,5.26x5.28x3.31,
1.1,J,SI2,Excellent,56 %,61.0 %,6.65x6.67x4.06,
1.2,H,SI2,Excellent,57 %,62.5 %,6.76x6.79x4.23,
3.01,I,VS2,Excellent,61 %,59.7 %,9.31x9.37x5.58,
3.01,J,VS1,Very Good,57 %,65.0 %,8.89x9.01x5.82,
1.5,L,SI1,Very Good,57 %,64.7 %,7.07x7.15x4.60,"$3,611"
1.5,J,SI1,Very Good,56 %,64.9 %,7.04x7.12x4.60,"$4,962"
1.01,G,SI2,Excellent,58 %,62.3 %,6.38x6.41x3.99,"$3,264"
0.96,K,SI2,Excellent,56 %,62.4 %,6.28x6.32x3.93,"$1,662"
0.8,G,SI1,Excellent,57 %,62.6 %,5.90x5.92x3.70,"$1,682"
0.65,F,SI2,Excellent,59 %,62 %,5.52x5.56x3.43,"$1,079"
0.58,D,FL/IF,Excellent,59 %,59.6 %,5.45x5.49x3.26,"$3,639"
0.5,H,SI2,Excellent,57 %,62.1 %,5.04x5.07x3.14,$689
2.51,K,VS2,Excellent,58 %,62.7 %,8.58x8.64x5.40,"$16,904"
1.51,F,SI2,Excellent,61 %,61.8 %,7.31x7.35x4.53,"$8,318"
1.0,J,SI1,Excellent,59 %,62 %,6.36x6.39x3.96,"$2,742"
0.9,K,SI1,Very Good,57 %,64.7 %,5.99x6.04x3.90,"$1,093"
0.7,I,SI2,Excellent,56 %,62.1 %,5.68x5.71x3.54,
0.6,D,SI1,Very Good,56 %,64.7 %,5.21x5.26x3.39,"$1,228"
0.7,J,VS2,Excellent,56 %,62.6 %,5.65x5.69x3.55,"$1,225"
1.0,G,SI1,Excellent,56 %,60.1 %,6.5x6.51x3.91,
0.8,J,SI2,Excellent,59 %,61.5 %,5.97x6.01x3.68,"$1,148"
0.6,D,SI1,Excellent,57 %,62.7 %,5.36x5.40x3.37,"$1,388"
0.92,H,VVS2,Excellent,58 %,62.0 %,6.16x6.2x3.83,
4.01,I,SI2,Excellent,59 %,61.7 %,10.16x10.23x6.29,
2.51,D,VS1,Excellent,59 %,61.1 %,8.73x8.78x5.35,"$55,667"
2.51,F,VS1,Excellent,61 %,60.6 %,8.75x8.82x5.33,"$51,722"
2.28,E,FL/IF,Excellent,57 %,62.8 %,8.37x8.38x5.26,"$55,972"
0.65,F,VVS1,Excellent,60 %,61.2 %,5.52x5.56x3.39,"$2,629"
0.6,D,SI1,Excellent,57 %,62.6 %,5.37x5.40x3.37,"$1,244"
0.57,J,SI2,Excellent,58 %,60.2 %,5.35x5.38x3.23,$614
0.91,K,SI2,Excellent,59 %,60 %,6.27x6.30x3.77,"$1,005"
3.54,H,FL/IF,Excellent,61 %,59.6 %,9.89x9.94x5.91,
2.01,M,SI2,Very Good,56 %,64.0 %,7.82x7.9x5.03,
1.79,J,SI1,Excellent,58 %,62.8 %,7.69x7.73x4.84,"$9,357"
1.2,I,VS2,Excellent,56 %,63.5 %,6.71x6.75x4.28,"$4,772"
1.01,I,SI2,Excellent,55 %,63.2 %,6.33x6.38x4.02,"$2,669"
1.0,F,VS2,Excellent,59 %,60.9 %,6.43x6.45x3.92,"$4,692"
1.0,F,VS2,Excellent,59 %,61.2 %,6.40x6.44x3.93,"$4,905"
1.0,F,VS2,Excellent,56 %,62.7 %,6.35x6.38x3.99,"$4,980"
0.7,H,SI2,Excellent,56 %,61.6 %,5.69x5.72x3.51,"$1,025"
0.6,E,VVS2,Excellent,58 %,62.1 %,5.41x5.44x3.37,
0.8,D,SI2,Excellent,60 %,59.7 %,6.02x6.04x3.6,
2.01,E,VS2,Excellent,58 %,62.1 %,8.04x8.08x5.0,
2.62,E,VVS1,Excellent,57 %,62.7 %,8.7x8.76x5.48,
4.7,I,SI2,Excellent,58 %,62.9 %,10.6x10.67x6.69,
3.2,E,VS2,Excellent,58 %,62.6 %,9.32x9.37x5.85,
2.01,J,SI2,Excellent,60 %,61.2 %,8.03x8.07x4.93,
1.5,E,VS2,Very Good,57 %,64.7 %,7.08x7.12x4.59,"$9,222"
0.65,F,VVS1,Excellent,55 %,62.4 %,5.54x5.56x3.46,"$2,557"
0.7,H,SI2,Excellent,59 %,60.6 %,5.73x5.75x3.48,"$1,131"
0.63,E,VVS1,Excellent,59 %,60.7 %,5.56x5.58x3.38,"$2,949"
2.5,M,VS1,Excellent,60 %,61.8 %,8.66x8.71x5.37,"$10,706"
1.5,L,SI2,Excellent,55 %,63.1 %,7.24x7.29x4.58,"$3,785"
1.0,L,VS2,Excellent,55 %,61.2 %,6.45x6.49x3.96,
1.2,H,VVS2,Excellent,56 %,62.8 %,6.74x6.78x4.24,"$5,799"
1.0,G,VS1,Excellent,58 %,62.6 %,6.34x6.38x3.98,"$4,566"
1.51,J,SI1,Excellent,58 %,62.1 %,7.30x7.33x4.54,"$6,260"
1.01,F,VS2,Excellent,57 %,62.7 %,6.36x6.39x4.00,"$4,583"
1.0,J,SI2,Excellent,61 %,59.4 %,6.49x6.52x3.86,"$2,055"
0.96,L,SI1,Excellent,59 %,60.4 %,6.36x6.40x3.86,"$1,113"
0.81,G,SI1,Excellent,59 %,62 %,5.95x5.99x3.70,"$1,591"
0.59,E,SI1,Excellent,58 %,61.1 %,5.37x5.40x3.29,"$1,253"
0.5,G,SI1,Very Good,56 %,62.9 %,4.99x5.02x3.15,$906
3.01,D,SI2,Excellent,61 %,61.4 %,9.24x9.29x5.69,"$51,686"
1.5,L,SI1,Excellent,56 %,62.8 %,7.29x7.36x4.60,"$3,143"
1.2,H,SI2,Excellent,58 %,62.6 %,6.77x6.79x4.24,"$3,692"
0.9,L,SI1,Excellent,58 %,62.6 %,6.11x6.14x3.83,"$1,130"
0.9,J,VVS1,Very Good,57 %,64.9 %,5.96x6.04x3.89,"$1,940"
0.79,G,SI2,Excellent,58 %,62.6 %,5.86x5.90x3.68,"$1,476"
0.7,G,SI2,Excellent,57 %,62.8 %,5.62x5.69x3.55,"$1,022"
0.65,D,SI1,Excellent,60 %,61.3 %,5.56x5.59x3.42,"$1,356"
0.62,E,VVS1,Excellent,58 %,61.9 %,5.41x5.45x3.36,"$2,852"
0.61,E,VVS1,Excellent,57 %,62.8 %,5.40x5.43x3.40,"$2,682"
0.6,D,VVS1,Very Good,58 %,63.6 %,5.27x5.34x3.38,"$1,930"
0.52,G,VS2,Excellent,55 %,62 %,5.15x5.17x3.20,"$1,220"
2.5,D,VS1,Excellent,60 %,61.6 %,8.60x8.66x5.31,"$54,112"
0.9,D,VS1,Very Good,56 %,64.3 %,6.00x6.05x3.87,"$2,989"
0.61,G,SI1,Excellent,58 %,60.2 %,5.48x5.50x3.30,"$1,074"
0.71,I,VS1,Excellent,57 %,62.4 %,5.69x5.72x3.56,
1.06,G,SI1,Excellent,60 %,60.6 %,6.53x6.56x3.96,
1.0,G,VS1,Excellent,57 %,62.3 %,6.33x6.38x3.96,
1.0,D,FL/IF,Excellent,56 %,59.8 %,6.52x6.55x3.91,"$15,574"
0.5,E,SI2,Excellent,57 %,60.7 %,5.12x5.15x3.12,
0.5,E,SI1,Excellent,57 %,62.6 %,5.07x5.08x3.18,"$1,270"
1.04,J,FL/IF,Excellent,55 %,62.8 %,6.43x6.47x4.05,
1.09,F,VS1,Excellent,55 %,62.8 %,6.54x6.57x4.12,
1.7,H,VS2,Excellent,58 %,62.6 %,7.55x7.59x4.74,"$11,807"
0.5,G,SI1,Very Good,57 %,64.1 %,4.97x4.98x3.19,$890
0.5,E,SI2,Excellent,58 %,61.7 %,5.09x5.11x3.15,"$1,027"
0.6,G,SI1,Excellent,57 %,61.4 %,5.41x5.44x3.33,
0.5,D,VS2,Excellent,61 %,60.1 %,5.12x5.15x3.09,"$1,400"
1.8,G,VS1,Excellent,58 %,62.6 %,7.69x7.74x4.83,"$18,439"
1.21,J,VVS1,Excellent,58 %,62.6 %,6.77x6.81x4.26,"$4,703"
1.0,L,VVS2,Excellent,61 %,61.7 %,6.39x6.43x3.95,"$2,211"
0.96,D,SI1,Excellent,58 %,62.4 %,6.26x6.30x3.92,"$3,178"
0.78,I,FL/IF,Excellent,58 %,62.6 %,5.84x5.87x3.67,"$1,396"
0.63,F,SI2,Excellent,55 %,62 %,5.49x5.52x3.41,"$1,058"
0.61,D,SI1,Excellent,56 %,61.3 %,5.45x5.49x3.35,"$1,346"
0.6,E,FL/IF,Excellent,58 %,60.4 %,5.45x5.48x3.30,"$2,960"
0.59,F,SI1,Excellent,58 %,62.6 %,5.36x5.39x3.36,"$1,043"
0.5,I,SI2,Excellent,59 %,60.3 %,5.14x5.16x3.11,
1.02,H,VVS1,Excellent,60 %,61 %,6.46x6.49x3.95,"$5,585"
1.0,F,SI1,Excellent,56 %,63.6 %,6.31x6.34x4.03,"$3,567"
0.59,F,SI1,Excellent,59 %,60.1 %,5.41x5.44x3.26,"$1,066"
1.01,G,VS1,Excellent,62 %,59.6 %,6.48x6.51x3.87,"$5,649"
2.01,K,SI2,Excellent,62 %,59.4 %,8.15x8.19x4.86,"$7,446"
1.0,G,SI1,Excellent,58 %,61.4 %,6.40x6.43x3.94,"$3,908"
0.9,L,SI2,Excellent,56 %,62.8 %,6.12x6.16x3.86,$930
0.66,F,SI2,Excellent,55 %,62.7 %,5.53x5.57x3.48,"$1,076"
0.55,G,SI1,Excellent,56 %,61.3 %,5.28x5.3x3.24,
0.5,D,VS2,Excellent,57 %,61.3 %,5.08x5.1x3.12,"$1,205"
0.83,D,FL/IF,Excellent,59 %,60.4 %,6.07x6.08x3.67,"$8,287"
1.01,G,SI2,Excellent,56 %,62.9 %,6.36x6.39x4.01,
1.01,H,SI1,Excellent,56 %,62.6 %,6.38x6.42x4.0,"$3,889"
1.0,K,VVS1,Excellent,55 %,63.2 %,6.34x6.38x4.02,
0.67,I,SI1,Excellent,56 %,62.3 %,5.57x5.60x3.48,$936
0.65,H,SI2,Excellent,55 %,62.1 %,5.54x5.56x3.45,
2.01,G,VVS1,Excellent,58 %,62.6 %,7.98x8.03x5.02,"$32,723"
0.5,F,SI1,Excellent,58 %,62.0 %,5.07x5.08x3.15,"$1,200"
1.03,D,VS2,Excellent,60 %,60.6 %,6.51x6.55x3.96,
1.33,K,VVS1,Excellent,58 %,61.8 %,7.01x7.04x4.34,"$3,759"
1.4,H,VVS1,Excellent,59 %,59.8 %,7.26x7.29x4.35,"$9,536"
1.5,L,SI2,Excellent,60 %,60.3 %,7.35x7.4x4.44,
1.8,G,VS2,Excellent,56 %,62.6 %,7.7x7.75x4.84,"$16,421"
1.7,H,VS1,Excellent,59 %,62.9 %,7.52x7.58x4.75,"$10,635"
1.0,G,SI2,Very Good,56 %,65.0 %,6.17x6.24x4.04,
2.0,K,SI2,Excellent,57 %,63 %,7.95x8.01x5.03,"$8,381"
1.03,E,VVS2,Excellent,58 %,61.9 %,6.46x6.48x4.00,"$8,594"
1.02,D,VVS1,Excellent,59 %,60.7 %,6.46x6.48x3.93,"$7,925"
1.01,H,VVS1,Excellent,58 %,62.5 %,6.37x6.41x3.99,"$5,586"
0.96,G,SI1,Excellent,55 %,62.7 %,6.27x6.31x3.95,"$2,577"
0.51,E,VVS1,Excellent,57 %,61.9 %,5.11x5.13x3.17,"$2,017"
0.92,F,SI1,Very Good,55 %,64.9 %,5.99x6.07x3.91,
1.0,I,SI1,Very Good,55 %,64.3 %,6.18x6.25x4.0,"$2,777"
1.0,H,SI1,Excellent,61 %,60.5 %,6.44x6.47x3.9,
1.0,G,SI1,Excellent,60 %,61.6 %,6.38x6.42x3.94,
1.3,F,SI2,Excellent,58 %,63.0 %,6.91x6.96x4.37,"$5,793"
1.51,L,SI2,Excellent,57 %,62.2 %,7.29x7.34x4.55,
1.5,M,VS2,Excellent,58 %,62.7 %,7.25x7.29x4.56,
3.02,J,VS2,Excellent,60 %,59.9 %,9.31x9.37x5.6,
0.74,G,SI1,Excellent,57 %,62.1 %,5.77x5.8x3.59,"$1,864"
0.81,E,VS2,Excellent,59 %,60.3 %,6.01x6.04x3.64,"$2,927"
0.71,E,VS2,Excellent,56 %,62.4 %,5.68x5.7x3.55,"$2,294"
1.0,I,VS2,Excellent,58 %,62.1 %,6.33x6.38x3.95,
1.0,G,VS1,Excellent,60 %,60.5 %,6.4x6.47x3.89,"$4,271"
1.0,G,VS1,Excellent,60 %,61.5 %,6.34x6.41x3.92,"$4,447"
1.01,J,VVS1,Very Good,56 %,64.3 %,6.21x6.28x4.02,
1.0,G,FL/IF,Excellent,56 %,62.6 %,6.35x6.38x3.99,"$6,745"
1.5,L,VS2,Very Good,56 %,65.1 %,7.01x7.11x4.6,
1.54,G,VS1,Excellent,58 %,62.5 %,7.31x7.35x4.58,"$9,610"
2.01,I,VS1,Excellent,59 %,62.5 %,7.98x8.04x5.01,"$15,739"
3.01,F,SI1,Excellent,56 %,63.5 %,9.11x9.17x5.8,"$46,361"
3.0,J,VS2,Excellent,62 %,58.4 %,9.43x9.49x5.53,
3.01,G,VVS1,Excellent,55 %,63.4 %,9.09x9.2x5.8,
1.25,H,SI2,Excellent,56 %,62.6 %,6.84x6.87x4.29,"$4,416"
0.91,F,VVS1,Excellent,56 %,62.4 %,6.18x6.19x3.86,"$4,698"
1.7,J,SI1,Excellent,57 %,63.3 %,7.54x7.59x4.78,"$8,277"
0.75,G,SI1,Excellent,58 %,62.7 %,5.78x5.80x3.64,"$1,674"
3.01,K,VS2,Excellent,61 %,61.9 %,9.16x9.22x5.69,
0.7,J,FL/IF,Excellent,57 %,61.9 %,5.69x5.72x3.53,
1.01,G,SI1,Excellent,57 %,62.5 %,6.38x6.41x4.0,
1.0,D,SI1,Very Good,62 %,60.9 %,6.35x6.41x3.88,"$4,448"
1.03,L,VS2,Excellent,56 %,62.7 %,6.41x6.44x4.03,
1.0,J,VS2,Very Good,56 %,64.6 %,6.19x6.28x4.03,"$2,665"
1.0,I,VS2,Excellent,57 %,62.9 %,6.33x6.37x3.99,
1.01,F,VS1,Excellent,56 %,62.0 %,6.44x6.46x4.0,
1.01,G,VVS2,Excellent,58 %,62.1 %,6.37x6.41x3.97,"$5,528"
1.5,K,SI2,Very Good,58 %,64.3 %,7.06x7.15x4.57,
1.5,E,VS2,Excellent,55 %,63.3 %,7.23x7.28x4.59,
3.01,I,VS1,Excellent,56 %,63.6 %,9.05x9.17x5.8,
1.01,D,FL/IF,Excellent,57 %,62.6 %,6.38x6.41x4.01,"$17,150"
1.5,L,SI2,Excellent,56 %,62.9 %,7.24x7.3x4.57,
3.5,I,SI1,Excellent,57 %,63.0 %,9.57x9.65x6.05,"$47,229"
1.01,G,VS2,Excellent,56 %,62.8 %,6.38x6.41x4.01,"$5,226"
1.03,G,SI2,Excellent,57 %,62.7 %,6.40x6.44x4.02,"$3,398"
1.5,F,SI1,Excellent,58 %,62.3 %,7.24x7.29x4.53,"$12,411"
0.6,E,VVS1,Excellent,55 %,62.3 %,5.40x5.44x3.38,"$2,636"
0.59,E,SI1,Excellent,56 %,62.5 %,5.34x5.37x3.35,"$1,027"
1.01,J,VS2,Excellent,59 %,61.5 %,6.36x6.42x3.93,"$2,525"
1.5,J,VS2,Very Good,59 %,63.3 %,7.09x7.18x4.52,"$5,332"
1.71,I,VS2,Excellent,59 %,62.1 %,7.61x7.63x4.73,"$10,087"
1.21,H,SI2,Excellent,57 %,62.2 %,6.77x6.81x4.22,"$4,058"
1.2,K,SI2,Excellent,59 %,61 %,6.85x6.88x4.19,"$2,624"
1.03,H,SI2,Excellent,56 %,62.5 %,6.45x6.48x4.04,"$2,583"
0.8,J,SI2,Very Good,58 %,62.7 %,5.81x5.87x3.66,$956
1.07,F,VVS1,Excellent,56 %,62.7 %,6.49x6.53x4.08,"$5,930"
1.01,E,VS2,Very Good,58 %,62.8 %,6.25x6.32x3.95,"$4,641"
1.04,G,VS2,Excellent,56 %,62.0 %,6.48x6.49x4.02,"$4,926"
1.07,G,VVS2,Excellent,57 %,62.5 %,6.5x6.52x4.07,"$6,097"
1.01,G,SI1,Very Good,56 %,64.5 %,6.24x6.30x4.04,"$3,207"
1.0,D,VS2,Excellent,59 %,61.2 %,6.37x6.41x3.91,"$5,499"
1.01,G,SI2,Excellent,56 %,62.5 %,6.37x6.41x3.99,
1.01,E,SI2,Excellent,62 %,61.2 %,6.39x6.43x3.93,"$4,228"
1.01,K,SI1,Excellent,57 %,62.8 %,6.36x6.4x4.01,
1.0,D,SI1,Excellent,56 %,62.9 %,6.33x6.37x4.0,"$4,994"
1.01,J,VS1,Excellent,59 %,60.1 %,6.51x6.54x3.92,
1.5,K,SI1,Excellent,61 %,60.2 %,7.39x7.43x4.47,
1.5,E,SI1,Excellent,58 %,62.9 %,7.24x7.29x4.57,"$10,286"
1.5,E,VS2,Excellent,56 %,62.7 %,7.25x7.3x4.56,
1.5,L,VS1,Excellent,60 %,61.9 %,7.28x7.33x4.52,
1.51,I,VS1,Excellent,59 %,62.1 %,7.27x7.32x4.53,
0.51,E,VS2,Excellent,56 %,62.8 %,5.1x5.11x3.2,"$1,433"
3.5,K,SI1,Excellent,62 %,61.0 %,9.71x9.77x5.94,
1.01,D,VVS2,Excellent,58 %,62.5 %,6.35x6.39x3.98,"$9,133"
1.01,D,VVS2,Excellent,57 %,62.9 %,6.35x6.39x4.0,"$8,896"
1.01,H,VS1,Excellent,62 %,59.8 %,6.45x6.52x3.88,"$3,871"
1.01,H,VS1,Excellent,57 %,60.7 %,6.48x6.5x3.94,"$4,176"
0.5,E,SI1,Excellent,56 %,62.9 %,5.01x5.07x3.17,"$1,105"
0.6,G,VVS2,Excellent,58 %,60.8 %,5.44x5.46x3.31,"$1,706"
0.53,D,VVS1,Excellent,57 %,62.4 %,5.14x5.17x3.22,"$1,633"
0.7,F,VS2,Excellent,58 %,61.6 %,5.69x5.73x3.52,"$2,292"
0.96,E,VVS1,Excellent,61 %,60.6 %,6.35x6.38x3.86,
1.01,K,SI2,Excellent,56 %,62.7 %,6.38x6.4x4.01,"$2,394"
1.0,F,VS2,Very Good,57 %,64.6 %,6.16x6.24x4.0,"$4,313"
1.8,K,SI2,Excellent,57 %,63.2 %,7.69x7.75x4.88,
1.5,K,SI2,Excellent,61 %,62.7 %,7.21x7.29x4.54,
1.5,K,SI1,Very Good,54 %,62.2 %,7.2x7.25x4.5,
1.7,F,SI1,Excellent,57 %,62.9 %,7.54x7.6x4.76,"$12,276"
1.5,F,VS2,Excellent,59 %,62.4 %,7.26x7.29x4.54,"$14,251"
1.51,G,VVS2,Very Good,56 %,64.0 %,7.12x7.19x4.58,"$12,007"
2.01,K,SI2,Excellent,59 %,62.7 %,7.96x8.02x5.01,
2.01,H,VS2,Excellent,61 %,60.2 %,8.16x8.2x4.92,"$19,001"
2.01,F,VS2,Excellent,56 %,62.6 %,8.0x8.05x5.02,"$25,977"
2.05,D,VS2,Excellent,56 %,62.8 %,8.04x8.09x5.06,"$28,880"
3.06,J,SI1,Excellent,59 %,62.2 %,9.25x9.3x5.77,
1.2,G,SI1,Excellent,55 %,63.2 %,6.73x6.75x4.26,"$4,618"
1.59,L,SI2,Excellent,58 %,62.6 %,7.40x7.45x4.65,"$2,903"
1.01,I,FL/IF,Excellent,59 %,62.3 %,6.39x6.42x3.99,"$4,973"
0.81,H,VS1,Excellent,59 %,60.8 %,6.02x6.05x3.67,"$2,303"
2.0,H,SI2,Excellent,59 %,60.9 %,8.10x8.15x4.95,"$13,639"
1.13,F,SI2,Excellent,58 %,61.6 %,6.68x6.70x4.12,"$3,699"
0.58,D,SI2,Excellent,59 %,61.3 %,5.35x5.36x3.29,
0.54,H,VS2,Excellent,58 %,60.8 %,5.23x5.26x3.19,
2.01,K,SI1,Excellent,59 %,62.2 %,7.98x8.02x4.97,
6.0,G,VS1,Excellent,57 %,62.8 %,11.5x11.57x7.25,
0.9,H,SI1,Excellent,61 %,59.9 %,6.23x6.26x3.74,
1.0,F,SI2,Excellent,55 %,62.7 %,6.36x6.39x4.0,
1.0,K,SI1,Excellent,58 %,62.8 %,6.34x6.38x4.0,
2.18,K,SI1,Excellent,57 %,62.7 %,8.21x8.26x5.16,
0.9,K,SI1,Excellent,58 %,61.6 %,6.19x6.24x3.83,"$1,223"
0.59,D,SI1,Excellent,57 %,62.8 %,5.33x5.37x3.36,"$1,066"
0.5,E,SI1,Excellent,58 %,60.1 %,5.15x5.19x3.11,
0.5,D,SI1,Excellent,57 %,61.8 %,5.08x5.1x3.14,
0.9,G,SI1,Excellent,57 %,62.8 %,6.08x6.15x3.84,
0.9,G,SI1,Very Good,57 %,64.3 %,6.03x6.09x3.9,
0.93,E,VVS1,Excellent,59 %,59.7 %,6.36x6.37x3.8,
1.01,I,SI1,Excellent,55 %,62.7 %,6.39x6.42x4.02,
1.1,G,SI1,Excellent,58 %,62.7 %,6.52x6.55x4.1,
1.0,F,SI2,Excellent,56 %,63.6 %,6.32x6.35x4.02,"$3,126"
0.66,F,SI1,Excellent,57 %,62.6 %,5.56x5.57x3.48,"$1,124"
1.01,G,SI1,Excellent,60 %,59.7 %,6.48x6.51x3.88,"$3,624"
0.55,E,VVS2,Excellent,59 %,62.4 %,5.21x5.24x3.26,
1.0,H,SI1,Very Good,56 %,64.9 %,6.17x6.24x4.03,
1.01,F,VS2,Excellent,57 %,62.7 %,6.34x6.38x3.99,
4.01,G,VVS1,Excellent,61 %,61.0 %,10.17x10.26x6.24,
1.0,E,SI2,Excellent,57 %,63.6 %,6.30x6.34x4.02,"$3,930"
0.53,F,SI2,Excellent,56 %,61.9 %,5.19x5.2x3.22,
0.54,F,VS2,Excellent,58 %,60.3 %,5.28x5.31x3.19,
0.91,E,VVS1,Excellent,60 %,59.5 %,6.33x6.36x3.77,
1.1,I,VS2,Excellent,58 %,62.1 %,6.57x6.61x4.09,
1.03,H,VVS1,Excellent,59 %,60.8 %,6.51x6.54x3.97,"$5,513"
1.01,F,VS2,Excellent,57 %,62.8 %,6.36x6.38x4.00,"$5,168"
1.0,I,SI1,Excellent,58 %,62.6 %,6.33x6.36x3.98,"$3,096"
2.5,E,VS1,Excellent,57 %,62.1 %,8.65x8.67x5.38,"$51,725"
0.57,J,SI2,Excellent,57 %,62.3 %,5.31x5.33x3.32,$609
